catalog_path	row_anchor	package_role	hermes_intent	paax_package_source_api	loader_guard_mcp_relation	mapping_status	documentation_status	test_evidence	security_provenance_note	disposition
optional-skills/creative/kanban-video-orchestrator/references/examples.md	R190@L7199	reference-content	Worked Examples — Worked Examples	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/kanban-video-orchestrator/references/intake.md	R191@L7200	reference-content	Intake — Discovery Question Banks — Intake — Discovery Question Banks	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/kanban-video-orchestrator/references/kanban-setup.md	R192@L7201	reference-content	Kanban Setup — Project Bootstrap & Profile Configuration — Kanban Setup — Project Bootstrap & Profile Configuration	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/kanban-video-orchestrator/references/monitoring.md	R193@L7202	reference-content	Monitoring — Watch the Pipeline + Intervene — Monitoring — Watch the Pipeline + Intervene	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/kanban-video-orchestrator/references/role-archetypes.md	R194@L7203	reference-content	Role Archetypes — Role Archetypes	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/kanban-video-orchestrator/references/tool-matrix.md	R195@L7204	reference-content	Tool Matrix — Skills + Toolsets per Role — Tool Matrix — Skills + Toolsets per Role	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/kanban-video-orchestrator/scripts/bootstrap_pipeline.py	R196@L7205	helper-script	Bootstrap a video production kanban from a structured plan JSON. — Bootstrap a video production kanban from a structured plan JSON.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/creative/kanban-video-orchestrator/scripts/monitor.py	R197@L7206	helper-script	Monitor a running video-production kanban. Polls `hermes kanban list` and — Monitor a running video-production kanban. Polls `hermes kanban list` and	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/creative/kanban-video-orchestrator/SKILL.md	R198@L7207	skill-manifest	kanban-video-orchestrator — Plan and run multi-agent video production pipelines.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/creative/meme-generation/EXAMPLES.md	R199@L7208	package-content	Meme Generation Examples — Meme Generation Examples	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/creative/meme-generation/scripts/.gitignore	R200@L7209	helper-script	.cache/ — .cache/	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/creative/meme-generation/scripts/generate_meme.py	R201@L7210	helper-script	Generate a meme image by overlaying text on a template. — Generate a meme image by overlaying text on a template.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/creative/meme-generation/scripts/templates.json	R202@L7211	helper-script	{ — {	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/creative/meme-generation/SKILL.md	R203@L7212	skill-manifest	meme-generation — Create meme PNGs from templates with Pillow text overlay.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/creative/pixel-art/ATTRIBUTION.md	R204@L7213	package-content	Attribution — Attribution	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/creative/pixel-art/references/palettes.md	R205@L7214	reference-content	Named Palettes — Named Palettes	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/pixel-art/scripts/__init__.py	R206@L7215	helper-script		@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/creative/pixel-art/scripts/palettes.py	R207@L7216	helper-script	Named RGB palettes for pixel_art() and pixel_art_video(). — Named RGB palettes for pixel_art() and pixel_art_video().	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/creative/pixel-art/scripts/pixel_art.py	R208@L7217	helper-script	Pixel art converter — Floyd-Steinberg dithering with preset or named palette. — Pixel art converter — Floyd-Steinberg dithering with preset or named palette.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/creative/pixel-art/scripts/pixel_art_video.py	R209@L7218	helper-script	Pixel art video — overlay procedural animations onto a source image. — Pixel art video — overlay procedural animations onto a source image.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/creative/pixel-art/SKILL.md	R210@L7219	skill-manifest	pixel-art — Pixel art w/ era palettes (NES, Game Boy, PICO-8).	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/creative/tldraw-offline/scripts/counter.js	R211@L7220	helper-script	import { createShapeId, toRichText } from 'tldraw' — import { createShapeId, toRichText } from 'tldraw'	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/creative/tldraw-offline/scripts/main.js	R212@L7221	helper-script	import { createShapeId, toRichText } from 'tldraw' — import { createShapeId, toRichText } from 'tldraw'	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/creative/tldraw-offline/scripts/validate_shapes.mjs	R213@L7222	helper-script	!/usr/bin/env node — !/usr/bin/env node	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/creative/tldraw-offline/SKILL.md	R214@L7223	skill-manifest	tldraw-offline — Drive and script tldraw offline canvases with an agent.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/creative/unreal-mcp/references/advanced-workflows.md	R215@L7224	reference-content	Advanced workflows (live-verified on UE 5.8) — Advanced workflows (live-verified on UE 5.8)	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/unreal-mcp/references/pitfalls.md	R216@L7225	reference-content	Unreal MCP — Pitfalls & Lessons — Unreal MCP — Pitfalls & Lessons	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/unreal-mcp/references/recipes.md	R217@L7226	reference-content	Unreal MCP — Worked Recipes — Unreal MCP — Worked Recipes	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/unreal-mcp/references/scene-craft.md	R218@L7227	reference-content	Unreal MCP — Scene-Craft Cheat Sheet — Unreal MCP — Scene-Craft Cheat Sheet	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/unreal-mcp/references/tool-surface.md	R219@L7228	reference-content	Unreal MCP — Tool Surface Reference — Unreal MCP — Tool Surface Reference	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/creative/unreal-mcp/SKILL.md	R220@L7229	skill-manifest	unreal-mcp — Automate Unreal Engine editor scenes, actors, and renders.	@paax/ai-orchestrator/tools; src/tools/mcp/config.ts; src/tools/mcp/client.ts; src/tools/mcp/adapter.ts	MCP_CONFIG/MCP_CLIENT/MCP_ADAPTER; NO_PACKAGE_INSTALL	ABSENT	CURRENT	PAAX-BOUNDARY:E-MCP-CONFIG,E-MCP-CLIENT,E-MCP-ADAPTER; HERMES:NOT-RUN	Hermes MCP package/server is not installed or executed; credential-shaped config is rejected/redacted	gap:G-MCP-PACKAGE
optional-skills/data-science/DESCRIPTION.md	R221@L7230	package-description	description: Skills for data science workflows — interactive exploration, Jupyter notebooks, data analysis, and visualization. — Skills for data science workflows — interactive exploration, Jupyter notebooks, data analysis, and visualization.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/data-science/jupyter-notebook/SKILL.md	R222@L7231	skill-manifest	jupyter-notebook — Iterative Python via live Jupyter kernel (hamelnb).	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/DESCRIPTION.md	R223@L7232	package-description	Optional Skills — Official skills maintained by Nous Research that are **not activated by default**.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/devops/actual-setup/references/opencode.md	R224@L7233	reference-content	actual.inc as an OpenCode provider — actual.inc as an OpenCode provider	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/devops/actual-setup/SKILL.md	R225@L7234	skill-manifest	actual-setup — Set up Actual Computer (actual.inc) inference in Hermes.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/devops/cli/references/app-discovery.md	R226@L7235	reference-content	Discovering Apps — Discovering Apps	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/devops/cli/references/authentication.md	R227@L7236	reference-content	Authentication & Setup — Authentication & Setup	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/devops/cli/references/cli-reference.md	R228@L7237	reference-content	CLI Reference — CLI Reference	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/devops/cli/references/running-apps.md	R229@L7238	reference-content	Running Apps — Running Apps	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/devops/cli/SKILL.md	R230@L7239	skill-manifest	inference-sh-cli — Run 150+ AI apps (image, video, LLM) via inference.sh CLI.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/devops/docker-management/SKILL.md	R231@L7240	skill-manifest	docker-management — Manage Docker containers, images, volumes, and Compose.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/devops/hermes-s6-container-supervision/SKILL.md	R232@L7241	skill-manifest	hermes-s6-container-supervision — Modify or debug s6 services in the Hermes Docker image.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/devops/pinggy-tunnel/SKILL.md	R233@L7242	skill-manifest	pinggy-tunnel — Zero-install localhost tunnels over SSH via Pinggy.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/devops/watchers/scripts/_watermark.py	R234@L7243	helper-script	Shared watermark helper used by the three watcher scripts. — Shared watermark helper used by the three watcher scripts.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/devops/watchers/scripts/watch_github.py	R235@L7244	helper-script	Watch GitHub activity — issues, pulls, releases, or commits — with dedup. — Watch GitHub activity — issues, pulls, releases, or commits — with dedup.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/devops/watchers/scripts/watch_http_json.py	R236@L7245	helper-script	Watch any JSON endpoint that returns a list of objects; dedup by ID field. — Watch any JSON endpoint that returns a list of objects; dedup by ID field.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/devops/watchers/scripts/watch_rss.py	R237@L7246	helper-script	Watch an RSS 2.0 or Atom feed; print new items to stdout, silent on empty. — Watch an RSS 2.0 or Atom feed; print new items to stdout, silent on empty.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/devops/watchers/SKILL.md	R238@L7247	skill-manifest	watchers — Poll RSS, JSON APIs, and GitHub with watermark dedup.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/dogfood/adversarial-ux-test/SKILL.md	R239@L7248	skill-manifest	adversarial-ux-test — Roleplay a hostile user to find and triage UX pain points.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/dogfood/DESCRIPTION.md	R240@L7249	package-description	Dogfood — Advanced QA & Testing Skills — Specialized QA workflows that go beyond basic bug-finding. These skills use structured methodologies to surface UX friction, accessibility issues, and product-level problems that standard testing misses.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/email/agentmail/SKILL.md	R241@L7250	skill-manifest	agentmail — Give the agent its own inbox: send and receive email.	@paax/ai-orchestrator/tools; src/skills/format.ts; src/skills/loader.ts; src/skills/types.ts; src/tools/skills-guard.ts	SKILL_FORMAT/SKILL_LOADER/SKILL_GUARD; NO_EXEC	ABSENT	CURRENT	PAAX-BOUNDARY:E-SKILL-FORMAT,E-SKILL-LOADER,E-SKILL-GUARD; HERMES:NOT-RUN	Hermes package content is not imported, installed, or executed; PAAX treats skill text as untrusted data	gap:G-SKILL-PACKAGE
optional-skills/finance/3-statement-model/references/formatting.md	R242@L7251	reference-content	Formatting Standards Reference — Formatting Standards Reference	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/finance/3-statement-model/references/formulas.md	R243@L7252	reference-content	Formula Reference — Formula Reference	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
optional-skills/finance/3-statement-model/references/sec-filings.md	R244@L7253	reference-content	SEC Filings Data Extraction Reference — SEC Filings Data Extraction Reference	—	NO_RUNTIME_HANDLER; NO_EXEC	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	Progressive-disclosure/content row only; PAAX does not execute it	out-of-scope:content-only
